crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,INFORM Severity Index,INFORM Severity category (numeric),INFORM Severity category,Reliability,Impact of the crisis,Geographical Impact,Human Impact,Conditions of affected people,People in need,Concentration of conditions,Complexity,Society and safety,Operating environment,Last updated,mon,year
VEN001,Complex crisis in Venezuela,Complex crisis,Country,Yes,Individual,Complex crisis,VEN,Venezuela,Americas,4.2,5,Very High,Very High,4.9,5,4.9,4.5,5,4,3.3,3.5,3,2019-01-29,Feb,2019
XXX002,Monsoon in Philippines,,Country,No,Individual,,PHL,Philippines,Asia,1.5,2,Low,Very High,1.7,0.3,2.3,1,0,2,2,2.5,1.5,2019-02-13,Feb,2019
XXX003,Philippines,,Country,No,Individual,,PHL,Philippines,Asia,1.3,2,Low,Very High,2.4,1.8,2.7,0,0,0,2,2.5,1.5,2019-02-13,Feb,2019
YEM001,Conflict in Yemen,Complex crisis,Country,Yes,Individual,Complex crisis,YEM,Yemen,Middle east,4.3,5,Very High,High,5,4.9,5,4.5,5,4,3.3,4,2.5,2019-02-27,Feb,2019
YEM002,Mixed migration flows in Yemen,International displacement,Country,No,Individual,Mixed Migration,YEM,Yemen,Middle east,2.8,3,Medium,High,2.5,0.8,3.1,2.9,2.7,3,2.8,4,1,2019-02-27,Feb,2019
ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,2.7,3,Medium,Very High,2.9,4.1,2,3.2,3.4,3,1.6,1.7,1.5,2019-02-26,Feb,2019
ZWE001,Complex crisis in Zimbabwe,Complex crisis,Country,Yes,Individual,Complex crisis,ZWE,Zimbabwe,Africa,3.6,4,High,High,4.7,4.6,4.8,3.5,4,3,2.6,3.2,2,2019-02-06,Feb,2019
AFG001,Complex crisis in Afghanistan,Complex crisis,Country,Yes,Individual,Complex crisis,AFG,Afghanistan,Asia,4.4,5,Very High,Very High,4.8,4.9,4.8,4.4,4.7,4,4.2,3.9,4.5,2019-02-26,Mar,2019
AFG004,Floods in Afghanistan,Flood,Country,No,Individual,,AFG,Afghanistan,Asia,2.1,3,Medium,Very High,2,2.3,1.9,0.9,1.8,0,4,3.9,4,2019-03-29,Mar,2019
BDI001,Complex in Burundi,Complex crisis,Country,Yes,Individual,Complex crisis ,BDI,Burundi,Africa,3.5,4,High,Very High,3.9,4,3.8,3.4,3.7,3,3.5,2.9,4,2019-03-29,Mar,2019
BDI002,Political and economic crisis in Burundi,,Country,No,Individual,,BDI,Burundi,Africa,3.5,4,High,Very High,3.9,4,3.8,3.4,3.7,3,3.5,2.9,4,2019-02-26,Mar,2019
BDI003,Flooding in Burundi,Flood,Country,No,Individual,,BDI,Burundi,Africa,1.7,2,Low,Very High,2.8,3.9,2.1,0,0,0,3.2,2.9,3.5,2019-03-29,Mar,2019
BFA002,Conflict in Burkina Faso,Conflict,Country,Yes,Individual,Conflict,BFA,Burkina Faso,Africa,3.1,4,High,Very High,3.5,2.3,3.9,3.2,3.3,3,2.7,2.8,2.5,2019-03-28,Mar,2019
BGD002,Rohingya refugee crisis,International displacement,Country,Yes,Individual,Rohingya Refugees,BGD,Bangladesh,Asia,3.3,4,High,Medium,3.4,0.1,4.3,3.6,3.2,4,2.6,2.7,2.5,2019-02-19,Mar,2019
BRA002,Venezuela displacement in Brazil,International displacement,Country,No,Individual,Venezuelan refugees,BRA,Brazil,Americas,1.7,2,Low,Very High,2.5,1.1,3.1,1,0,2,1.9,2.6,1,2019-02-15,Mar,2019
CAF001,Complex crisis in CAR,Complex crisis,Country,Yes,Individual,Complex crisis,CAF,CAR,Africa,4,4,High,Very High,4.4,4.3,4.4,4,3.9,4,3.9,3.8,4,2019-03-28,Mar,2019
CMR001,Multiple crises in Cameroon,Multiple crises country,Country,Yes,Aggregated,Country level,CMR,Cameroon,Africa,4,4,High,Very High,3.8,4.4,3.4,4.2,4.3,4,3.8,3.6,4,2019-03-05,Mar,2019
CMR002,Boko Haram in Cameroon,Conflict,Country,No,Individual,Boko Haram,CMR,Cameroon,Africa,3.6,4,High,Very High,3.1,1.9,3.6,3.9,3.8,4,3.6,3.6,3.5,2019-03-05,Mar,2019
CMR003,Anglophone Crisis in Cameroon,Conflict,Country,No,Individual,Anglophone crisis,CMR,Cameroon,Africa,3.2,4,High,Very High,3,2.3,3.3,3.3,3.5,3,3.3,3.6,3,2019-03-05,Mar,2019
CMR004,CAR refugees in Cameroon,International displacement,Country,No,Individual,CAR refugees,CMR,Cameroon,Africa,3.3,4,High,Very High,2.9,1.9,3.3,3.4,2.8,4,3.3,3.6,3,2019-03-05,Mar,2019
COD001,Complex crisis in DRC,Complex crisis,Country,Yes,Individual,Complex crisis,COD,DRC,Africa,4.4,5,Very High,Very High,4.2,5,3.6,4.5,5,4,4.3,4,4.5,2019-03-13,Mar,2019
COG002,Pool conflict,Conflict,Country,,Individual,Conflict,COG,Congo,Africa,2.5,3,Medium,Very High,2.2,0.8,2.8,2.4,1.8,3,2.9,3.2,2.5,2019-02-14,Mar,2019
COL001,Complex crisis in Colombia,Complex crisis,Country,Yes,Individual,Complex crisis,COL,Colombia,Americas,3.9,4,High,Very High,4,5,3.3,4.3,4.5,4,3.2,2.8,3.5,2019-02-28,Mar,2019
COL002,Venezuela displacement in Colombia,International displacement,Country,No,Individual,Venezuelan refugees ,COL,Colombia,Americas,2.8,3,Medium,Very High,4.3,5,3.8,1.8,3.6,0,2.7,2.8,2.5,2019-02-28,Mar,2019
DJI001,Multiple crises in Djibouti,Multiple crises country,Country,Yes,Aggregated,Country level,DJI,Djibouti,Africa,2.9,3,Medium,Very High,3.3,3.1,3.4,3.3,2.5,4,2.1,2.6,1.5,2019-03-27,Mar,2019
DJI002,Mixed migration in Djibouti,International displacement,Country,No,Individual,Mixed Migration,DJI,Djibouti,Africa,1.4,2,Low,Very High,2.6,3.1,2.4,0.3,0.5,0,1.9,2.6,1,2019-02-28,Mar,2019
DJI003,Drought in Djibouti,Drought,Country,No,Individual,Drought,DJI,Djibouti,Africa,2.8,3,Medium,Very High,2.8,3.1,2.7,3.3,2.5,4,2.1,2.6,1.5,2019-03-27,Mar,2019
DZA002,Mixed migration flows in Algeria,International displacement,Country,No,Individual,Mixed Migration,DZA,Algeria,Africa,,,,Very High,,5,,,,,1.9,3,0.5,2019-02-15,Mar,2019
DZA003,Sahrawi refugees in Algeria,International displacement,Country,No,Individual,Sahrawi refugees,DZA,Algeria,Africa,2.2,3,Medium,Very High,2.2,1.1,2.6,2.3,1.6,3,1.9,3,0.5,2019-02-15,Mar,2019
ECU002,Venezuela displacement in Ecuador,International displacement,Country,Yes,Individual,Venezuelan refugees ,ECU,Ecuador,Americas,1.7,2,Low,Very High,2.9,0.7,3.7,1,1.9,0,1.7,2.3,1,2019-02-14,Mar,2019
EGY002,Syrian Refugee Crisis in Egypt,International displacement,Country,Yes,Individual,Refugee crisis,EGY,Egypt,Africa,1,1,Very Low,High,1.7,1.8,1.6,0,0,0,1.8,2.5,1,2019-02-20,Mar,2019
ERI001,Complex crisis in Eritrea,Complex crisis,Country,Yes,Individual,Complex crisis,ERI,Eritrea,Africa,3.4,4,High,High,3.8,3.8,3.8,3.5,4,3,3,3.4,2.5,2019-02-13,Mar,2019
ETH001,Complex crisis in Ethiopia,Complex crisis,Country,Yes,Individual,Complex crisis,ETH,Ethiopia,Africa,3.8,4,High,High,4.1,5,3.5,4,4.9,3,3.4,3.2,3.5,2019-03-29,Mar,2019
GRC002,Mixed migration flows in Greece,International displacement,Country,Yes,Individual,Mixed Migration,GRC,Greece,Europe,1,1,Very Low,High,2.2,0.5,2.8,0,0,0,1.5,2,1,2019-02-27,Mar,2019
GTM001,Complex crisis in Guatemala,Complex crisis,Country,Yes,Individual,Complex crisis,GTM,Guatemala,Americas,3.4,4,High,Very High,4.5,4.4,4.5,3.5,4,3,2.2,3.2,1,2019-02-14,Mar,2019
HND001,Complex crisis in Honduras,Complex crisis,Country,Yes,Individual,Complex crisis,HND,Honduras,Americas,2.3,3,Medium,Very High,3.7,4.1,3.5,1.2,2.4,0,2.5,3,2,2019-02-13,Mar,2019
HTI001,Complex crisis in Haiti,Complex crisis,Country,Yes,Individual,Complex crisis,HTI,Haiti,Americas,2.9,3,Medium,Very High,3,4,2.4,3.5,3.9,3,2.1,2.7,1.5,2019-02-22,Mar,2019
IDN001,Complex Crisis in Indonesia ,,Country,No,Individual,,IDN,Indonesia,Asia,2.3,3,Medium,High,3.3,2.7,3.6,1.5,3,0,2.5,3,2,2019-02-12,Mar,2019
IND002,Conflict in Jammu and Kashmir,Conflict,Country,Yes,Individual,Kashmir conflict ,IND,India,Asia,,,,Medium,,2,,,,,2.6,2.7,2.5,2019-03-29,Mar,2019
IRQ001,Multiple crises in Iraq,Multiple crises country,Country,Yes,Aggregated,Country level,IRQ,Iraq,Middle east,4.3,5,Very High,Very High,4.3,4,4.4,4.9,4.7,5,3.5,3.4,3.5,2019-03-28,Mar,2019
IRQ002,Conflict  in Iraq,Conflict,Country,No,Individual,Conflict,IRQ,Iraq,Middle east,4.3,5,Very High,Very High,4.2,3.8,4.4,4.9,4.7,5,3.5,3.4,3.5,2019-03-28,Mar,2019
IRQ003,Syrian and Palestinian refugees in iraq,International displacement,Country,No,Individual,Syrian Refugees,IRQ,Iraq,Middle east,2.4,3,Medium,Very High,3,1.3,3.6,1.2,2.3,0,3.5,3.4,3.5,2019-03-28,Mar,2019
JOR001,Refugee situation in Jordan,,Country,,Individual,,JOR,Jordan,Middle east,1.6,2,Low,High,2.6,3.1,2.4,1,0,2,1.7,2.3,1,2019-02-15,Mar,2019
JOR002,Syrian refugees in Jordan,International displacement,Country,Yes,Individual,Syrian refugees,JOR,Jordan,Middle east,1.6,2,Low,High,2.5,3.1,2.2,1,0,2,1.7,2.3,1,2019-02-07,Mar,2019
JOR003,Palestinian refugees in Jordan,,Country,,Individual,,JOR,Jordan,Middle east,1.6,2,Low,High,2.4,0.5,3.1,1,0,2,1.7,2.3,1,2019-02-15,Mar,2019
KEN002,Refugee situation in Kenya,International displacement,Country,No,Individual,Refugee situation,KEN,Kenya,Africa,2,2,Low,High,2.8,1.8,3.2,1,0,2,2.7,3.6,1.5,2019-02-15,Mar,2019
LBN001,Refugee situation in Lebanon,,Country,,Individual,,LBN,Lebanon,Middle east,2.4,3,Medium,Very High,3.1,3.6,2.8,2.1,2.1,2,2.3,2.6,2,2019-02-11,Mar,2019
LBN002,Syrian refugees in Lebanon,International displacement,Country,No,Individual,Syrian refugees,LBN,Lebanon,Middle east,2.4,3,Medium,High,3.1,3.6,2.8,2.1,2.1,2,2.3,2.6,2,2019-02-11,Mar,2019
LBN003,Palestinians in Lebanon,,Country,,Individual,,LBN,Lebanon,Middle east,1.4,2,Low,Very High,2.5,3.6,1.7,0,0,0,2.3,2.6,2,2019-02-28,Mar,2019
LBY001,Complex crisis in Libya,Multiple crises country,Country,Yes,Aggregated,Complex crisis,LBY,Libya,Africa,3.7,4,High,Very High,3.5,4.5,2.8,3.6,3.2,4,4.1,3.7,4.5,2019-03-29,Mar,2019
LBY002,Mixed migration flows in Libya,International displacement,Country,No,Individual,Mixed Migration,LBY,Libya,Africa,2.6,3,Medium,Very High,3.7,4.5,3.1,1.4,2.7,0,3.4,3.7,3,2019-03-29,Mar,2019
LSO002,Drought in Lesotho,Drought,Country,Yes,Individual,Drought,LSO,Lesotho,Africa,2.1,3,Medium,Very High,2.1,1.6,2.3,2.7,2.3,3,1.1,1.7,0.5,2019-03-25,Mar,2019
MAR002,Mixed migration flows in Morocco,International displacement,Country,Yes,Individual,Mixed Migration,MAR,Morocco,Africa,,,,Very High,3.7,4.3,3.4,,,,2.1,3.2,0.5,2019-02-15,Mar,2019
MDG001,Multiple crisis in Madagascar,Multiple crises country,Country,Yes,Aggregated,Country level,MDG,Madagascar,Africa,2.8,3,Medium,Medium,4.2,4.9,3.7,2.8,3.5,2,1.5,2.4,0.5,2019-03-19,Mar,2019
MDG002,Drought in Madagascar,Drought,Country,No,Individual,Drought,MDG,Madagascar,Africa,3,3,Medium,Medium,3.6,1.8,4.2,3.8,3.5,4,1.5,2.4,0.5,2019-02-12,Mar,2019
MDG003,Measles in Madagascar,,Country,No,Individual,,MDG,Madagascar,Africa,1.8,2,Low,High,3.7,4.9,2.7,0.5,0,1,1.5,2.4,0.5,2019-03-19,Mar,2019
MLI001,Complex crisis in Mali,Complex crisis,Country,Yes,Individual,Complex crisis,MLI,Mali,Africa,3.8,4,High,Very High,3.9,3.8,4,3.9,3.8,4,3.4,2.6,4,2019-03-28,Mar,2019
MMR001,Multiple crises in Myanmar,Multiple crises country,Country,Yes,Aggregated,Country level,MMR,Myanmar,Asia,3.2,4,High,Very High,3.2,2.6,3.4,3.2,3.3,3,3.3,3.5,3,2019-02-14,Mar,2019
MMR002,Rakhine Conflict,Conflict,Country,No,Individual,Rakhine conflict,MMR,Myanmar,Asia,3.3,4,High,Very High,2.5,1.3,3,3.6,3.1,4,3.3,3.5,3,2019-02-14,Mar,2019
MMR003,Kachin and Shan Conflict,Conflict,Country,No,Individual,Kachin and Shan conflict,MMR,Myanmar,Asia,2.1,3,Medium,Very High,2.5,2.3,2.6,1.1,2.2,0,3.3,3.5,3,2019-02-14,Mar,2019
MOZ002,Drought in Mozambique,Drought,Country,No,Individual,,MOZ,Mozambique,Africa,3.3,4,High,Very High,4,4.9,3.4,3.4,3.8,3,2.5,3.3,1.5,2019-03-27,Mar,2019
MOZ003,Tropical Cyclone Idai in mozambique,,Country,No,Individual,,MOZ,Mozambique,Africa,3.1,4,High,Very High,3.1,3.1,3.1,3.4,3.8,3,2.5,3.3,1.5,2019-03-27,Mar,2019
MOZ004,Cabo Delgado Islamist Insurgency,Other type of violence,Country,No,Individual,Violent Insurgency in Cabo Delgado,MOZ,Mozambique,Africa,,,,Very High,1.6,1.3,1.7,,,,2.5,3.3,1.5,2019-03-27,Mar,2019
MRT001,Complex situation in Mauritania,,Country,,Individual,,MRT,Mauritania,Africa,2.9,3,Medium,Very High,3.7,4.4,3.2,2.7,2.4,3,2.5,2.9,2,2019-02-15,Mar,2019
MRT002,Refugees from Mali in Mauritania,International displacement,Country,No,Individual,Malian refugees,MRT,Mauritania,Africa,2.3,3,Medium,Very High,2.5,0,3.3,2.1,1.2,3,2.3,2.9,1.5,2019-02-14,Mar,2019
MRT003,Food Security in Mauritania,Drought,Country,Yes,Individual,Food security,MRT,Mauritania,Africa,3,3,Medium,Very High,4.3,4.4,4.3,2.7,2.3,3,2.1,2.9,1,2019-02-15,Mar,2019
MWI002,Complex crisis in Malawi,Complex crisis,Country,Yes,Individual,Complex,MWI,Malawi,Africa,2.9,3,Medium,High,3.7,4.3,3.4,3.6,4.2,3,1.1,1.6,0.5,2019-03-25,Mar,2019
MWI003,Tropical Cyclone Idai in Malawi,,Country,No,Individual,,MWI,Malawi,Africa,,,,Medium,2.6,3.1,2.3,,,,1.3,1.6,1,2019-03-25,Mar,2019
NER001,Multiple crises in Niger,Multiple crises country,Country,Yes,Aggregated,Country level,NER,Niger,Africa,3.2,4,High,Very High,3.8,4.9,3,2.7,3.3,2,3.4,3.2,3.5,2019-03-28,Mar,2019
NER002,Boko Haram in Niger,Conflict,Country,No,Individual,Boko Haram,NER,Niger,Africa,3.2,4,High,Very High,2.9,1.2,3.5,3.2,2.3,4,3.4,3.2,3.5,2019-03-28,Mar,2019
NER003,Mali/Burkina Faso conflict,Conflict,Country,No,Individual,Cross-border violence ,NER,Niger,Africa,2.6,3,Medium,Very High,3.1,2.3,3.4,1.9,1.7,2,3.4,3.2,3.5,2019-03-28,Mar,2019
NGA001,Complex crisis in Nigeria,Complex crisis,Country,Yes,Individual,Complex crisis,NGA,Nigeria,Africa,4,4,High,Very High,4.1,5,3.5,4,5,3,3.8,3.5,4,2019-03-21,Mar,2019
NGA002,Food insecurity in Nigeria,,Country,No,Individual,,NGA,Nigeria,Africa,3.5,4,High,High,4.1,5,3.5,3,4,2,3.8,3.5,4,2019-03-21,Mar,2019
NGA003,Middle belt conflict,Conflict,Country,No,Individual,Middle Belt,NGA,Nigeria,Africa,2.7,3,Medium,Very High,3.1,3.4,3,1.8,2.5,1,3.8,3.5,4,2019-03-21,Mar,2019
NGA004,Boko Haram crisis in Nigeria,Conflict,Country,No,Individual,Boko Haram ,NGA,Nigeria,Africa,4,4,High,Very High,3.9,2.1,4.5,4.4,4.7,4,3.5,3.5,3.5,2019-03-21,Mar,2019
NIC001,Socioeconomic crisis in Nicaragua,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,NIC,Nicaragua,Americas,2,2,Low,Very High,3.2,4,2.7,1.3,2.5,0,2.1,2.9,1,2019-02-05,Mar,2019
PAK001,Complex crisis in Pakistan,Complex crisis,Country,Yes,Individual,Complex crisis,PAK,Pakistan,Asia,3.2,4,High,Very High,3.9,5,3.1,2.1,4.1,0,4.1,3.5,4.5,2019-02-26,Mar,2019
PAK003,Conflict in Pakistan,,Country,No,Individual,,PAK,Pakistan,Asia,3.2,4,High,Very High,3.9,5,3.1,2.1,4.1,0,4.1,3.5,4.5,2019-02-26,Mar,2019
PAK004,Kashmir conflict in Pakistan,Conflict,Country,No,Individual,Kashmir conflict,PAK,Pakistan,Asia,,,,High,2.5,1.1,3,,,,3.5,3.5,3.5,2019-02-27,Mar,2019
PER002,Venezuela displacement in Peru,International displacement,Country,Yes,Individual,Venezuelan refugees,PER,Peru,Americas,1.5,2,Low,Very High,3.2,2.6,3.4,0,0,0,1.9,2.7,1,2019-02-27,Mar,2019
PHL003,Mindanao conflict,Conflict,Country,No,Individual,Mindanao Conflict,PHL,Philippines,Asia,1.1,2,Low,Very High,2,1.1,2.4,0,0,0,2,2.5,1.5,2019-03-21,Mar,2019
PNG002,Complex crisis in PNG,,Country,,Individual,,PNG,Papua New Guinea,Pacific,,,,Very High,3.7,4.4,3.2,,,,2.9,2.7,3,2019-02-28,Mar,2019
PRK001,Complex crisis in DPRK,Complex crisis,Country,Yes,Individual,Complex crisis,PRK,DPRK,Asia,3.6,4,High,High,4,4.6,3.6,3.8,4.6,3,2.9,3.3,2.5,2019-01-28,Mar,2019
PSE002,Conflict in Palestine,Conflict,Country,Yes,Individual,Conflict,PSE,Palestine,Middle east,3.6,4,High,High,3.3,3.4,3.3,4.5,3.9,5,2.3,2.5,2,2019-02-07,Mar,2019
REG001,Regional Boko Haram Crisis,Regional crisis,Regional,,Individual,Regional Boko Haram,NGA|NER|TCD|CMR,Nigeria|Niger|Chad|Cameroon,Africa|Africa|Africa|Africa,4.2,5,Very High,Very High,4,2.4,4.5,4.5,5,4,3.9,3.7,4,2019-03-21,Mar,2019
RWA002,Burundi and DRC refugees in Rwanda,International displacement,Country,Yes,Individual,Refugees,RWA,Rwanda,Africa,1.4,2,Low,Very High,2.7,2.1,2.9,0,0,0,2.3,3.3,1,2019-02-15,Mar,2019
SDN001,Complex crisis in Sudan,Multiple crises country,Country,Yes,Aggregated,Complex crisis,SDN,Sudan,Africa,3.9,4,High,Very High,3.9,4.4,3.6,3.8,4.6,3,4,4,4,2019-02-28,Mar,2019
SDN002,Conflict and food insecurity in Sudan,,Country,No,Individual,,SDN,Sudan,Africa,3.9,4,High,Very High,3.9,4.4,3.6,3.8,4.6,3,4,4,4,2019-02-28,Mar,2019
SDN003,Eritrean refugees in Sudan,,Country,No,Individual,,SDN,Sudan,Africa,2.1,3,Medium,Very High,2.1,0.6,2.7,1.3,0.5,2,3.3,4,2.5,2019-02-28,Mar,2019
SDN004,South Sudanese refugees in Sudan,,Country,No,Individual,,SDN,Sudan,Africa,2.6,3,Medium,Very High,3,2.1,3.4,1.9,1.8,2,3.3,4,2.5,2019-02-28,Mar,2019
SEN002,Drought in Senegal,Drought,Country,Yes,Individual,Drought,SEN,Senegal,Africa,2.5,3,Medium,High,3.4,4.5,2.7,2.3,2.6,2,2,1.9,2,2019-03-20,Mar,2019
SLV001,Complex crisis in El Salvador,Complex crisis,Country,Yes,Individual,Complex crisis,SLV,El Salvador,Americas,2.8,3,Medium,Very High,3.6,3.7,3.6,2.8,2.5,3,2.3,2.9,1.5,2019-02-13,Mar,2019
SOM001,Complex crisis in Somalia,Complex crisis,Country,Yes,Individual,Complex crisis,SOM,Somalia,Africa,3.6,4,High,High,4,4.6,3.7,3.4,3.7,3,3.5,4.3,2.5,2019-02-27,Mar,2019
SSD001,Complex crisis in South Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SSD,South Sudan,Africa,4.3,5,Very High,Very High,4.7,4.6,4.8,4.4,4.7,4,3.9,3.2,4.5,2019-03-27,Mar,2019
SYR001,Syrian conflict,Complex crisis,Country,Yes,Individual,Conflict,SYR,Syria,Middle east,4.8,5,Very High,Very High,4.6,4.4,4.7,5,5,5,4.6,4.2,5,2019-03-04,Mar,2019
TCD001,Complex crisis in Chad,Multiple crises country,Country,Yes,Aggregated,Complex crisis,TCD,Chad,Africa,,,,High,3.9,4.8,3.3,,,,3.2,3.7,2.5,2019-03-27,Mar,2019
TCD002,Drought in Chad,Drought,Country,No,Individual,,TCD,Chad,Africa,,,,Medium,,4.8,,,,,3.2,3.7,2.5,2019-03-27,Mar,2019
TCD003,Boko Haram in Chad,Conflict,Country,No,Individual,Boko Haram ,TCD,Chad,Africa,,,,High,3,0.6,3.8,,,,3.2,3.7,2.5,2019-03-27,Mar,2019
TCD004,CAR refugees in Chad,International displacement,Country,No,Individual,CAR refugees,TCD,Chad,Africa,,,,High,2.6,1.9,2.9,,,,2.8,3.7,1.5,2019-03-27,Mar,2019
TCD005,Darfur refugees in Chad,International displacement,Country,No,Individual,Darfur refugees,TCD,Chad,Africa,,,,High,2.9,1.7,3.4,,,,2.6,3.7,1,2019-03-27,Mar,2019
TCD006,Tibesti Conflict in Chad,Conflict,Country,No,Individual,Tibesti conflict,TCD,Chad,Africa,,,,High,2.7,1.3,3.3,,,,2.4,3.7,0.5,2019-03-27,Mar,2019
THA001,Multiple situations in Thailand,Multiple crises country,Country,Yes,Aggregated,Country level,THA,Thailand,Asia,,,,Very High,2.7,1.3,3.2,,,,2.1,2.7,1.5,2019-03-27,Mar,2019
THA002,Conflict in southern Thailand ,Conflict,Country,No,Individual,Conflict,THA,Thailand,Asia,,,,Very High,2.7,1.1,3.3,,,,1.9,2.7,1,2019-03-27,Mar,2019
THA003,Myanmar refugees in Thailand,International displacement,Country,No,Individual,Refugees,THA,Thailand,Asia,1.2,2,Low,Very High,1.5,0.6,1.9,0.5,0,1,1.9,2.7,1,2019-03-27,Mar,2019
TTO002,Venezuelan refugees in Trinidad and Tobago,International displacement,Country,Yes,Individual,Venezuelan refugees,TTO,Trinidad and Tobago,Americas,0.9,1,Very Low,Very High,2,2.9,1.4,0,0,0,1.3,1.5,1,2019-03-29,Mar,2019
TUN002,Mixed migration flows in Tunisia,International displacement,Country,Yes,Individual,Mixed Migration,TUN,Tunisia,Africa,,,,Very High,3.1,4.3,2.3,,,,1.5,2.3,0.5,2019-02-15,Mar,2019
TUR001,Complex situation in Turkey,Multiple crises country,Country,Yes,Aggregated,Country level,TUR,Turkey,Middle east,,,,High,3.9,3.8,3.9,,,,2.7,3.3,2,2019-03-27,Mar,2019
TUR002,Syrian Refugees in Turkey,International displacement,Country,No,Individual,Syrian refugees,TUR,Turkey,Middle east,,,,High,3.6,3,3.9,,,,2.3,3.3,1,2019-03-27,Mar,2019
TUR003,Mixed Migration Flows in Turkey,International displacement,Country,No,Individual,Mixed Migration,TUR,Turkey,Middle east,,,,High,3.1,3.1,3.1,,,,2.3,3.3,1,2019-03-27,Mar,2019
TUR004,Kurdish Conflict,Conflict,Country,No,Individual,Kurdish conflict,TUR,Turkey,Middle east,,,,High,3.2,2.4,3.5,,,,2.5,3.3,1.5,2019-03-27,Mar,2019
TZA002,International Displacement in Tanzania,International displacement,Country,No,Individual,Refugees,TZA,Tanzania,Africa,1.5,2,Low,High,3.3,2.4,3.7,0,0,0,1.8,2.4,1,2019-02-27,Mar,2019
UGA001,Multiple crises in Uganda,Multiple crises country,Country,No,Aggregated,Country level,UGA,Uganda,Africa,3,3,Medium,High,3.7,2.2,4.2,3.2,3.3,3,2.3,3,1.5,2019-03-27,Mar,2019
UGA002,South sudanese refugees in Uganda,,Country,No,Individual,,UGA,Uganda,Africa,2.8,3,Medium,Very High,3.7,1.2,4.4,2.7,2.4,3,2.1,3,1,2019-03-20,Mar,2019
UGA003,DRC refugees in Uganda,,Country,No,Individual,,UGA,Uganda,Africa,1.9,2,Low,Very High,3,1,3.7,1,2,0,2.1,3,1,2019-03-20,Mar,2019
UGA004,Drought in Uganda,Drought,Country,No,Individual,,UGA,Uganda,Africa,2.2,3,Medium,Very High,1,1.3,0.8,2.9,2.8,3,1.9,3,0.5,2019-03-27,Mar,2019
UKR002,Conflict in Ukraine,Conflict,Country,Yes,Individual,Conflict,UKR,Ukraine,Europe,3.3,4,High,Very High,3.6,1.7,4.2,3.5,3.9,3,2.9,2.8,3,2019-03-29,Mar,2019
VEN001,Complex crisis in Venezuela,Complex crisis,Country,Yes,Individual,Complex crisis,VEN,Venezuela,Americas,4.2,5,Very High,Very High,4.9,5,4.9,4.5,5,4,3.3,3.5,3,2019-01-29,Mar,2019
YEM001,Conflict in Yemen,Complex crisis,Country,Yes,Individual,Complex crisis,YEM,Yemen,Middle east,4.3,5,Very High,High,5,4.9,5,4.5,5,4,3.3,4,2.5,2019-03-08,Mar,2019
YEM002,Mixed migration flows in Yemen,International displacement,Country,No,Individual,Mixed Migration,YEM,Yemen,Middle east,2.8,3,Medium,High,2.5,0.8,3.1,2.9,2.7,3,2.8,4,1,2019-03-08,Mar,2019
ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,2.7,3,Medium,Very High,2.9,4.1,2,3.2,3.4,3,1.6,1.7,1.5,2019-02-26,Mar,2019
ZWE001,Complex crisis in Zimbabwe,Complex crisis,Country,Yes,Individual,Complex crisis,ZWE,Zimbabwe,Africa,3.8,4,High,Medium,4.7,4.6,4.8,4.1,4.1,4,2.6,3.2,2,2019-03-04,Mar,2019
ZWE002,Tropical Cyclone Idai in Zimbabwe,,Country,No,Individual,,ZWE,Zimbabwe,Africa,2.3,3,Medium,Very High,2.6,3.1,2.4,1.7,2.4,1,2.9,3.2,2.5,2019-03-27,Mar,2019
AFG001,Complex crisis in Afghanistan,Complex crisis,Country,Yes,Individual,Complex crisis,AFG,Afghanistan,Asia,4.5,5,Very High,Very High,4.8,4.9,4.8,4.4,4.7,4,4.5,3.9,5,2019-04-30,Apr,2019
AFG004,Floods in Afghanistan,Flood,Country,No,Individual,,AFG,Afghanistan,Asia,2.2,3,Medium,High,2,2.3,1.9,1,0.9,1,4.2,3.9,4.5,2019-04-30,Apr,2019
BDI001,Complex in Burundi,Complex crisis,Country,Yes,Individual,Complex crisis ,BDI,Burundi,Africa,3.8,4,High,Very High,3.9,4,3.8,3.9,3.7,4,3.5,2.9,4,2019-04-26,Apr,2019
BFA002,Conflict in Burkina Faso,Conflict,Country,Yes,Individual,Conflict,BFA,Burkina Faso,Africa,3.2,4,High,Very High,3.6,3.2,3.8,3.2,3.3,3,2.9,2.8,3,2019-04-30,Apr,2019
BGD002,Rohingya refugee crisis,International displacement,Country,Yes,Individual,Rohingya Refugees,BGD,Bangladesh,Asia,3.1,4,High,Very High,2.7,0.1,3.5,3.7,3.4,4,2.5,2.4,2.5,2019-04-30,Apr,2019
BRA002,Venezuela displacement in Brazil,International displacement,Country,No,Individual,Venezuelan refugees,BRA,Brazil,Americas,2.2,3,Medium,Very High,2.5,1.1,3.1,2.3,1.6,3,1.9,2.6,1,2019-04-24,Apr,2019
